B01001_001E,B01001B_001E,B01001C_001E,B01001D_001E,B01001E_001E,B01001F_001E,B01001G_001E,B03002_003E,B03002_013E,state,county,tract
2718,400,0,32,0,49,77,1537,623,12,057,011206
2307,21,22,0,0,29,38,1708,489,12,057,011407
3423,254,0,57,0,212,188,1700,1012,12,057,011412
7425,428,7,794,0,38,212,4762,1184,12,057,011507
6453,365,14,276,0,253,155,4431,959,12,057,011509
2699,128,39,160,0,147,61,1460,704,12,057,011516
4765,555,9,8,0,473,98,1845,1777,12,057,011603
7439,909,0,78,0,236,329,1778,4109,12,057,011605
6477,618,0,197,0,404,248,1849,3161,12,057,011803
5872,960,178,58,0,484,334,1970,1888,12,057,011901
2775,1407,0,59,0,1,116,846,346,12,057,012001
3012,216,0,243,0,0,102,1967,484,12,057,013314
1465,359,11,5,0,26,97,761,206,12,057,013406
5115,1094,0,78,0,211,188,2969,575,12,057,013409
2527,170,3,0,0,431,68,890,965,12,057,013801
1548,2,0,10,0,42,5,1372,117,12,057,014104
4070,1042,0,115,0,11,190,2388,324,12,057,010305
5873,873,0,123,0,64,697,3239,877,12,057,010701
3242,135,0,19,0,12,35,2884,157,12,069,030410
4716,541,107,203,0,66,83,3631,85,12,009,061001
3659,107,0,160,0,0,168,3052,172,12,009,061002
6979,404,0,96,0,0,265,5808,406,12,009,061201
3389,121,14,100,0,30,74,2838,212,12,009,061202
3118,215,0,22,0,40,143,2646,52,12,009,062106
3045,57,0,16,0,22,81,2750,119,12,009,062107
6341,348,0,51,122,45,434,4934,407,12,009,062108
4719,430,16,46,6,9,148,3880,184,12,009,062109
3748,2307,27,0,0,102,234,943,135,12,009,062301
3391,1541,0,9,0,86,215,1302,238,12,009,062302
5321,122,0,0,0,42,59,166,4932,12,086,015400
9301,69,0,579,0,102,277,972,7302,12,086,016500
5949,29,0,37,0,475,62,340,5006,12,086,017000
5933,912,0,8,0,351,245,1010,3407,12,099,004011
2750,768,5,243,0,81,0,838,815,12,099,004706
1751,167,25,62,0,11,15,1118,353,12,099,004809
4240,231,0,162,0,134,0,3218,495,12,099,005300
6947,306,0,0,0,151,15,381,6094,12,086,003602
7175,1185,0,201,0,1449,183,953,3204,12,086,002600
1254,651,0,8,0,237,19,88,251,12,086,002800
5973,300,0,105,0,496,77,2507,2488,12,086,003801
6270,80,0,99,0,126,7,1038,4920,12,086,004702
4022,183,47,53,0,27,92,3258,362,12,103,024411
4299,164,0,363,0,25,285,3087,375,12,103,024412
4387,2283,23,53,0,8,50,1846,124,12,103,020209
5158,662,0,69,0,130,38,4064,195,12,103,024413
3646,150,0,279,0,11,139,2839,228,12,103,024509
5466,1308,28,255,0,205,182,2161,1327,12,103,024510
9222,1262,49,418,39,292,600,6133,429,12,103,024511
3278,140,0,128,0,70,56,2630,254,12,103,024512
3800,60,13,0,35,103,16,74,3499,12,086,001603
3905,457,0,0,0,121,0,122,3205,12,086,001605
4704,167,0,61,0,406,0,36,4034,12,086,001606
5306,803,20,178,0,73,192,2074,1966,12,086,001206
4816,427,89,0,0,1078,38,140,3044,12,086,002403
5609,567,73,0,0,1028,0,200,3741,12,086,002404
5880,1363,0,0,0,815,97,148,3457,12,086,002501
18,0,0,0,0,0,0,0,18,12,057,980500
0,0,0,0,0,0,0,0,0,12,057,980600
0,0,0,0,0,0,0,0,0,12,057,980700
0,0,0,0,0,0,0,0,0,12,057,990000
0,0,0,0,0,0,0,0,0,12,057,990100
3528,525,36,32,0,100,61,2474,300,12,061,050401
2429,0,0,31,0,20,45,2231,102,12,061,050402
1329,0,0,14,0,0,7,1293,15,12,061,050504
3283,9,0,10,9,26,10,3087,132,12,061,050505
2753,23,0,0,0,25,56,2555,94,12,061,050704
5249,0,0,41,0,32,13,4664,499,12,061,050705
3726,357,18,6,0,0,32,3151,162,12,061,050805
4537,557,0,0,0,0,112,3754,114,12,061,050806
5647,112,26,9,0,68,73,5125,234,12,061,050807
4381,328,24,30,49,60,178,3478,234,12,061,050808
7613,194,131,74,0,0,35,6175,1004,12,061,050903
7695,107,0,461,0,342,0,411,6374,12,086,017600
4559,240,0,55,0,327,29,254,3654,12,086,017700
6418,75,8,0,0,24,25,281,6005,12,086,017800
9120,262,0,406,8,390,31,1208,6815,12,086,017900
10231,333,0,99,0,93,261,1057,8388,12,086,018000
2221,788,0,27,9,0,23,1363,11,12,033,003307
5074,1091,28,61,0,300,305,3220,69,12,033,003400
8352,466,198,308,0,36,436,6747,161,12,033,003603
4572,1599,6,8,0,76,205,2628,50,12,033,004000
3719,1065,0,217,0,97,30,1227,1083,12,011,110330
11261,2108,68,578,0,325,272,4041,3869,12,011,110331
5446,887,0,39,0,305,138,1727,2350,12,011,110332
7084,1116,6,746,0,112,289,2021,2794,12,011,110333
2931,441,0,8,0,40,35,1054,1353,12,011,110334
8962,901,0,213,0,0,104,3110,4634,12,011,110335
8569,2789,102,478,0,176,294,1392,3338,12,011,110336
7059,3896,20,634,0,260,107,857,1285,12,011,110337
3923,944,0,109,0,534,318,650,1368,12,011,110338
3978,414,0,63,0,362,70,1317,1752,12,011,110339
7654,2332,6,430,0,460,83,2452,1891,12,011,110340
4105,2302,4,134,0,108,170,472,915,12,011,110341
13652,6962,39,684,0,198,326,1514,3929,12,011,110342
8589,2122,0,990,0,332,178,1562,3405,12,011,110343
3760,2006,1,98,0,209,227,387,832,12,011,110501
3548,153,0,93,0,28,0,1391,1883,12,086,007901
6061,223,0,238,0,116,65,4792,627,12,083,002701
5396,91,0,142,0,80,124,3989,970,12,083,000901
6934,584,24,106,27,10,134,5763,286,12,083,002702
6309,843,8,71,0,172,87,3165,1963,12,049,970400
8149,857,0,135,21,1402,97,2666,2971,12,049,970300
3692,496,0,75,0,48,48,1707,1318,12,021,010702
13075,2728,0,40,0,664,148,4156,5339,12,021,010802
4536,324,0,53,0,0,28,3305,826,12,021,010803
5966,38,0,42,0,74,0,5169,643,12,021,010102
8367,1135,14,0,0,668,38,1941,4571,12,021,010411
4842,1528,112,0,0,138,10,153,2901,12,021,011204
9940,425,0,183,0,199,14,6876,2243,12,021,010412
2347,41,0,24,0,17,69,2021,175,12,021,000200
1822,0,5,31,0,15,5,1733,33,12,021,000500
4475,290,7,202,0,13,16,3534,413,12,021,010401
12459,115,0,84,0,84,323,9313,2540,12,021,010405
3167,298,0,0,0,12,0,2252,605,12,021,010604
26346,1332,3,14,0,9,747,16192,8049,12,021,011202
5670,1,0,188,0,0,0,4994,487,12,021,010903
1636,0,0,9,0,0,0,1616,11,12,021,000302
7904,314,0,111,0,759,81,4125,2514,12,021,010413
2779,388,0,23,0,57,41,1261,1009,12,021,010601
4228,222,8,388,0,98,131,3069,312,12,103,025009
2409,715,18,98,0,18,89,1410,61,12,103,020400
2802,151,0,84,0,30,41,2441,55,12,103,023200
5430,168,41,95,0,51,276,4622,177,12,103,025012
5965,91,0,18,0,202,122,4386,1146,12,103,025408
2276,295,22,35,0,10,72,1578,264,12,103,026602
3729,1044,0,155,0,101,80,1578,771,12,105,010800
1767,1361,23,0,0,240,0,44,99,12,105,011202
7472,606,0,8,0,47,163,5804,844,12,083,001104
4084,121,0,0,6,91,24,3513,329,12,083,001205
2276,865,0,4,61,46,38,982,280,12,083,001206
13577,3246,19,208,0,492,468,6376,2768,12,083,001207
6006,896,0,0,0,14,0,4080,1016,12,083,002503
5387,1533,0,50,0,83,65,3389,267,12,083,002504
3448,297,0,63,0,0,70,2535,483,12,083,002604
4215,53,0,58,0,0,48,3894,162,12,083,002605
3892,242,16,63,0,0,19,3232,320,12,083,001208
6560,270,0,21,0,0,0,5869,400,12,083,002606
0,0,0,0,0,0,0,0,0,12,083,980000
0,0,0,0,0,0,0,0,0,12,083,980100
4364,231,0,0,0,0,24,3941,168,12,085,000501
2102,27,0,0,0,11,56,1898,110,12,085,000502
5918,36,0,112,0,25,77,5283,385,12,085,000603
6443,79,73,309,0,32,91,5413,446,12,085,000604
5358,50,0,168,0,0,0,4755,385,12,085,000606
3125,0,17,0,0,0,12,3068,28,12,085,000607
1126,48,0,0,0,102,21,845,110,12,099,007746
2576,82,0,13,0,30,0,2411,40,12,099,007747
4913,238,0,315,0,515,147,3263,435,12,099,007748
5750,98,31,78,0,470,95,4287,691,12,099,007749
4851,1045,0,317,0,35,138,1784,1532,12,099,007750
3646,318,0,56,0,19,94,2347,812,12,099,007751
7212,513,42,456,0,35,217,4924,1025,12,099,007752
8066,1125,0,415,0,77,180,5120,1149,12,099,007753
4951,69,0,0,0,11,0,4473,398,12,099,007754
5787,836,0,287,0,91,113,3687,773,12,099,007756
4206,239,0,144,0,12,146,3352,313,12,099,007757
6313,1147,40,203,0,92,248,2628,1955,12,099,007758
1674,191,0,22,0,0,23,1199,239,12,099,007759
4171,637,0,283,0,31,282,2338,600,12,099,007760
1942,152,0,148,0,41,16,1461,124,12,099,007762
3617,457,17,60,0,171,42,2271,599,12,099,007766
7795,2172,0,206,0,242,26,3291,1858,12,099,007763
1880,94,0,102,0,33,45,1234,372,12,099,007764
9992,1141,15,1012,0,79,392,5210,2143,12,099,007765
3624,97,0,31,0,17,0,3129,350,12,099,007830
3718,810,25,72,0,432,83,1731,565,12,099,007767
1475,48,0,49,0,5,10,1277,86,12,099,007828
3814,407,0,239,9,19,41,2721,378,12,099,007831
2735,644,13,38,0,36,119,1164,721,12,099,007832
5336,3146,22,369,0,135,73,865,726,12,099,007833
1606,7,2,12,0,7,0,1523,55,12,099,007834
6424,49,0,47,0,38,1,193,6096,12,086,005502
5197,152,0,0,0,60,76,352,4557,12,086,005901
7390,14,0,40,0,24,28,2580,4704,12,086,007400
882,0,14,5,0,0,33,491,339,12,086,007503
2795,12,0,57,0,6,133,699,1888,12,086,007601
5326,163,0,227,0,200,132,1709,2895,12,086,008409
5478,130,0,118,0,177,45,2045,2963,12,086,008410
5944,42,16,410,0,106,19,5077,274,12,071,001907
9885,594,39,33,0,161,139,7456,1463,12,071,010304
2609,66,0,0,0,0,0,2441,102,12,071,020501
3056,54,15,112,0,10,58,2222,585,12,071,020600
4932,327,9,69,0,442,70,2046,1969,12,071,000301
2606,179,0,6,0,37,23,1211,1150,12,071,000401
3970,2970,0,0,0,431,91,270,208,12,071,000502
9561,131,0,275,0,179,39,7156,1781,12,071,010405
6722,105,48,83,0,78,59,5732,617,12,071,010406
3804,98,27,46,0,9,129,2878,617,12,071,010501
4417,183,194,11,0,0,79,3839,111,12,071,020102
4801,1211,0,161,16,225,25,1318,1845,12,071,040302
935,0,0,0,0,0,16,894,25,12,071,060300
2692,38,0,47,0,27,20,2499,61,12,071,001802
4359,1838,0,0,20,932,68,576,925,12,071,000503
2727,1604,0,0,0,35,19,877,192,12,071,000700
1549,56,0,43,0,5,13,1350,82,12,071,000800
9847,332,0,162,25,257,0,7469,1602,12,071,010102
3635,131,0,59,0,0,39,2859,547,12,071,010305
4210,108,9,15,0,54,45,3269,710,12,071,010601
3616,27,0,74,0,0,0,3515,0,12,071,050307
6623,836,11,204,38,622,228,4026,658,12,071,001000
5294,38,22,60,0,369,216,4358,231,12,131,950502
11774,51,0,35,92,588,233,10597,178,12,131,950601
4440,101,50,255,0,41,111,3795,87,12,127,082508
4439,29,41,85,0,11,33,4151,89,12,127,082509
3596,83,0,96,0,77,57,3153,130,12,127,082510
2522,206,10,6,0,0,10,2084,206,12,127,082511
2631,9,0,81,82,66,91,2273,29,12,127,082604
3636,81,0,60,0,19,0,3398,78,12,127,082605
3192,0,0,5,0,11,15,3007,154,12,127,082606
2056,6,0,0,0,33,17,1949,51,12,127,082607
3051,7,0,40,0,0,78,2785,141,12,127,082703
2399,14,0,0,0,0,10,2348,27,12,127,082704
2342,5,40,0,0,5,16,2259,17,12,127,082705
2784,65,41,0,0,0,98,2523,57,12,127,082801
4015,18,19,16,8,0,117,3732,105,12,127,082802
272,0,0,0,0,30,0,17,225,12,086,014000
8120,238,0,0,0,275,20,18,7569,12,086,013800
3085,1199,26,0,0,7,7,529,1317,12,086,014100
5333,85,14,27,0,129,17,316,4745,12,086,014200
3479,12,5,55,0,9,105,164,3129,12,086,014300
4774,55,0,60,0,17,93,165,4384,12,086,014400
4465,30,0,0,0,27,132,218,4058,12,086,014500
8508,195,0,0,0,48,119,212,7934,12,086,014600
6985,0,17,257,0,93,91,173,6354,12,086,014700
6368,215,0,54,0,40,0,243,5816,12,086,014800
5972,96,0,0,0,163,51,425,5237,12,086,014900
9437,122,0,74,0,0,12,497,8732,12,086,015000
13798,1107,10,340,0,569,31,1347,10394,12,086,015100
7853,228,0,23,0,618,61,596,6327,12,086,015200
6366,56,0,149,0,350,15,299,5497,12,086,015300
6309,57,0,8,0,56,105,623,5460,12,086,015500
4615,31,0,66,0,590,68,723,3137,12,086,015600
2517,68,8,165,0,0,2,375,1899,12,086,015700
4920,219,0,39,0,88,39,415,4120,12,086,015800
3908,7,6,29,0,34,94,350,3388,12,086,015900
5256,42,0,32,0,146,34,397,4605,12,086,016000
5117,38,0,201,0,67,26,174,4611,12,086,016100
3545,29,0,120,0,55,22,291,3028,12,086,016200
5015,82,0,99,14,602,65,423,3730,12,086,016300
7040,295,0,42,0,226,116,339,6022,12,086,016400
3916,150,0,0,0,0,145,216,3405,12,086,016600
5418,66,0,22,0,26,8,366,4930,12,086,016700
4244,85,0,215,0,9,10,413,3512,12,086,016800
4648,93,8,0,0,0,29,354,4164,12,086,016900
2567,20,0,0,0,0,0,2485,62,12,127,080201
2542,28,0,22,0,19,25,2423,25,12,127,080202
5499,141,0,139,0,170,172,4464,413,12,127,080807
4852,561,23,239,0,68,97,2662,1202,12,069,030702
8112,1449,37,147,0,145,360,4583,1391,12,069,031305
4087,762,32,51,0,64,69,2900,209,12,069,030601
6728,160,20,84,0,10,299,5109,1046,12,069,031301
3557,42,26,32,0,11,32,3157,257,12,069,030102
4503,197,0,219,0,9,34,3495,549,12,099,007007
7254,254,0,119,0,304,56,5601,920,12,099,007201
5003,132,0,292,0,55,186,4175,163,12,099,007605
5441,97,0,133,0,148,357,4221,485,12,099,007607
4948,269,0,140,0,14,78,3321,1126,12,099,007705
2659,27,5,39,0,0,0,2064,524,12,099,007723
6644,67,0,536,0,92,23,4840,1086,12,099,007730
3737,458,0,48,0,328,0,2007,896,12,099,007736
3707,196,0,59,0,430,42,2366,614,12,099,007738
4666,133,0,279,0,141,126,3318,669,12,099,007743
2155,7,0,130,0,0,9,1878,131,12,099,007814
2065,531,0,28,0,19,22,1251,214,12,099,007818
4126,3478,0,0,0,21,125,165,337,12,099,008201
6223,3142,11,37,0,128,117,1161,1627,12,099,008302
6488,58,0,113,0,307,63,3798,2149,12,099,000202
6289,681,0,291,0,0,175,4133,1009,12,099,000210
2969,191,0,67,0,338,0,1892,481,12,099,000213
4675,3450,0,89,0,65,16,852,203,12,099,001200
2900,2387,0,8,0,68,0,240,197,12,099,001402
2682,2106,0,30,0,69,66,368,43,12,099,001500
3109,1146,0,67,0,42,144,539,1171,12,099,001909
1217,80,0,46,0,25,66,867,133,12,099,002600
8282,1316,13,30,0,326,332,2450,3815,12,099,003800
4279,1534,0,130,0,129,115,1365,1006,12,099,004005
4512,3179,0,0,0,208,66,526,533,12,099,008002
7796,98,0,248,0,0,336,6478,636,12,099,000209
4132,31,0,7,0,30,236,3641,187,12,099,000211
3187,673,0,21,0,13,165,2063,252,12,099,000902
4813,4642,2,0,0,0,31,99,39,12,099,001302
4708,309,0,50,0,0,100,4078,171,12,045,960300
7145,1327,33,36,27,56,133,5198,335,12,045,960100
4202,1375,26,0,0,20,41,2725,15,12,045,960200
2327,6,0,6,0,18,80,2217,0,12,077,950100
6038,1251,90,14,0,71,79,4146,387,12,077,950200
8454,352,0,300,0,427,98,5783,1494,12,097,043600
3078,385,0,31,5,103,90,791,1673,12,097,041800
8107,1007,0,345,0,564,643,1226,4322,12,097,042000
9532,1434,0,357,0,1136,153,2523,3929,12,097,042200
6154,604,0,67,0,800,260,1160,3263,12,097,041900
6763,59,0,118,0,89,90,462,5945,12,086,017100
4095,242,0,22,0,0,8,433,3390,12,086,017200
4712,94,0,46,0,124,72,505,3871,12,086,017300
6266,103,0,185,0,0,17,607,5354,12,086,017400
4257,0,20,0,0,98,29,117,3993,12,086,017500
3006,282,0,286,0,0,276,2040,122,12,105,014803
8438,372,16,280,0,20,27,6781,942,12,105,014804
3712,452,0,90,0,13,22,2663,472,12,105,015101
2250,23,0,5,0,7,66,1996,153,12,105,015102
1190,15,0,0,0,0,21,1154,0,12,105,015404
2904,264,0,2,0,71,35,2018,514,12,105,015405
2738,203,0,0,0,7,0,2306,222,12,105,015600
2568,474,0,4,0,76,158,1540,316,12,105,015701
4459,685,9,0,0,36,86,2809,834,12,105,015702
2227,128,0,46,0,49,41,1246,717,12,105,015801
3695,582,16,5,0,60,29,1623,1380,12,105,015802
0,0,0,0,0,0,0,0,0,12,105,980000
5717,222,49,15,0,16,183,4849,383,12,107,950201
3169,0,0,0,0,0,63,3089,17,12,107,950202
3810,965,0,82,0,33,116,1570,1044,12,107,951401
0,0,0,0,0,0,0,0,0,12,107,980000
5285,0,0,24,0,0,104,4954,203,12,109,020601
20707,554,66,548,0,0,279,17958,1302,12,109,020602
3440,0,0,30,0,0,182,3115,113,12,109,020704
6027,75,100,45,0,42,0,5516,249,12,109,020705
3947,28,18,29,0,3,38,1918,1913,12,107,951402
5259,278,0,158,0,0,98,4507,218,12,109,020707
4517,125,31,342,31,5,67,3799,117,12,109,020708
2304,2,8,88,0,0,24,2117,65,12,109,020710
4894,34,0,60,0,12,0,4478,310,12,109,020711
8424,495,0,577,0,15,344,6395,598,12,109,020801
5492,84,0,0,0,710,137,872,3689,12,086,018100
2867,123,10,73,0,146,21,271,2223,12,086,018200
5690,137,0,337,0,443,90,634,4049,12,086,018300
4035,74,0,156,0,196,97,558,2954,12,086,018400
4459,288,0,75,0,506,117,862,2611,12,086,018500
10113,272,0,0,0,584,95,1058,8104,12,086,018600
5035,117,0,302,0,331,60,879,3346,12,086,018700
8304,400,0,452,0,392,76,1967,5017,12,086,018800
7149,406,334,303,0,62,146,1935,3963,12,086,018900
5985,177,0,168,0,154,207,1181,4098,12,086,019000
4882,171,0,212,0,96,83,1018,3302,12,086,019100
5542,210,0,183,0,272,81,1496,3300,12,086,019200
7650,1305,0,195,0,410,157,1454,4129,12,086,019300
8393,288,0,195,0,365,65,1979,5501,12,086,019400
7358,241,0,171,0,321,163,1494,4968,12,086,019500
6193,397,0,282,0,856,28,966,3664,12,086,019600
3067,37,0,174,5,19,8,2482,342,12,005,002603
8529,148,150,319,0,27,258,7439,188,12,005,002604
1352,91,9,34,0,0,20,1093,105,12,005,002605
1606,11,0,81,0,15,63,1346,90,12,005,002606
1312,66,0,0,0,45,19,1169,13,12,005,002607
2971,8,0,5,0,0,131,2778,49,12,005,002608
5020,95,0,60,0,163,283,4336,83,12,005,002701
2640,33,18,58,0,251,90,2122,68,12,005,002702
2766,204,0,74,0,43,139,2241,65,12,005,002703
6228,380,27,414,0,65,285,4687,370,12,005,002704
2220,124,0,0,0,10,89,1794,203,12,005,002705
0,0,0,0,0,0,0,0,0,12,005,990000
4015,539,35,109,0,0,174,3114,44,12,009,060101
2966,0,13,54,0,8,0,2878,13,12,009,060102
3516,643,17,350,0,154,175,1815,362,12,057,010810
6462,1633,0,626,0,81,208,3002,912,12,057,010811
6173,1216,0,906,0,321,217,2762,751,12,057,010812
4905,1245,0,397,0,109,136,2614,404,12,057,010813
3291,963,5,214,0,214,269,1058,568,12,057,007002
3059,116,9,135,0,13,250,2070,466,12,057,007102
4326,250,18,159,0,15,211,3129,544,12,057,007103
12972,2667,14,2143,0,324,736,5112,1976,12,057,010209
4460,563,135,899,0,35,431,1767,630,12,057,010210
6086,1056,0,201,0,264,170,3429,966,12,057,010211
5197,532,0,862,0,119,183,2935,566,12,057,010212
1837,442,6,21,0,20,37,1193,118,12,057,010213
248,0,0,5,0,0,13,213,17,12,057,010214
6108,4638,0,30,0,71,133,691,545,12,057,010501
2683,1319,0,8,19,90,205,517,525,12,057,010502
2979,488,8,483,10,56,54,1483,397,12,057,010809
6418,4233,0,175,0,246,283,804,677,12,099,001002
5098,1310,0,216,0,5,183,2853,531,12,099,001003
5567,4119,0,187,0,36,140,729,356,12,099,001301
3019,2895,0,0,0,0,0,124,0,12,099,001403
6373,2540,81,285,0,106,453,2015,893,12,099,001908
6289,1425,0,112,0,256,142,1895,2459,12,099,003902
5146,68,0,28,0,9,71,464,4506,12,086,008601
7208,1655,0,80,0,195,111,1259,3908,12,086,011201
18366,4746,0,164,102,450,856,2890,9158,12,086,011401
1881,69,0,51,0,33,0,53,1675,12,086,490100
4727,3727,76,8,0,34,6,46,830,12,086,001801
4055,2348,0,0,0,572,39,111,985,12,086,001802
3143,76,0,0,0,183,50,2330,504,12,105,011721
5816,1953,0,0,0,11,35,3110,707,12,105,012001
16939,2490,38,762,0,1108,782,6290,5469,12,105,012503
5998,1404,0,41,0,109,47,2079,2318,12,105,012700
3647,178,9,0,0,22,0,2885,553,12,105,013102
2770,806,21,11,0,169,63,1264,436,12,105,013901
2490,302,0,0,0,203,64,1625,296,12,105,016001
4680,792,0,62,0,187,87,3205,347,12,105,010701
4589,861,0,39,0,131,55,2149,1354,12,105,011400
3284,874,0,236,0,110,120,1519,425,12,105,011732
3902,815,0,122,0,39,49,2220,657,12,105,010300
2320,106,0,31,0,0,8,1895,280,12,105,012004
6401,931,15,12,0,369,256,1104,3714,12,105,012602
1932,569,0,0,0,40,11,1114,198,12,105,013300
1220,571,0,0,0,29,36,411,173,12,057,004200
1808,1431,0,0,0,30,13,83,251,12,057,004300
1532,84,0,34,0,68,57,973,316,12,057,005101
6358,0,0,282,0,302,67,4910,797,12,057,005900
5786,70,0,148,0,110,217,4663,578,12,057,006700
5347,150,17,21,0,101,84,4045,929,12,057,010106
6040,1501,0,351,45,45,220,2610,1268,12,057,010204
5815,1924,128,33,0,758,232,741,1999,12,057,010805
5418,724,6,313,0,92,374,3263,646,12,057,010900
3149,109,0,147,0,0,7,2529,357,12,057,011007
5562,1419,0,261,0,32,300,2925,625,12,057,011010
2805,118,0,76,0,228,77,1990,316,12,057,011205
7352,653,0,353,31,0,540,4454,1321,12,057,011410
1757,31,0,126,0,59,54,908,579,12,057,011411
5631,204,36,127,0,436,381,3228,1219,12,057,011204
3592,236,0,100,10,217,54,2324,651,12,057,011301
7555,1372,40,429,0,230,172,2461,2851,12,057,011414
5300,478,93,257,0,281,190,1306,2695,12,057,011610
5679,413,0,0,0,203,48,4627,388,12,127,090701
7627,429,0,21,0,316,17,4929,1915,12,127,091013
7237,3880,0,217,0,239,234,2420,247,12,127,081700
2520,2165,0,0,0,64,27,260,4,12,127,081900
2481,350,64,0,7,55,89,1809,107,12,127,082404
5969,2047,28,0,0,11,256,2077,1550,12,127,090600
5950,574,28,110,0,265,153,4157,663,12,127,091001
4917,1028,0,170,0,131,108,2840,640,12,127,090702
2252,121,50,0,0,5,0,2019,57,12,127,091005
4293,21,21,87,0,316,58,2924,866,12,057,010105
1864,414,4,26,0,44,39,1161,176,12,057,010203
2701,626,0,7,28,63,143,1087,747,12,057,000401
3035,642,37,31,0,66,152,1653,454,12,057,010600
4217,114,0,291,0,60,11,3428,313,12,103,027320
4084,137,19,4,0,19,362,3444,99,12,103,025405
6686,2934,0,61,0,777,131,704,2079,12,095,016907
2798,414,11,439,87,145,176,972,554,12,095,017012
7485,597,0,686,310,1600,216,1887,2189,12,095,017013
12583,1469,0,1636,0,820,391,3113,5154,12,095,017014
7476,308,0,593,0,271,71,3486,2747,12,095,017015
9426,577,0,999,0,588,283,4999,1980,12,095,017016
6331,270,0,322,0,543,164,3638,1394,12,095,017017
9692,476,0,719,0,570,481,6434,1012,12,095,017108
6385,146,0,1044,0,180,163,4312,540,12,095,017109
0,0,0,0,0,0,0,0,0,12,091,990100
0,0,0,0,0,0,0,0,0,12,091,990200
5953,1242,5,25,23,18,87,3025,1528,12,093,910101
3086,69,0,0,0,0,39,2368,610,12,093,910102
2881,0,0,0,0,0,44,2719,118,12,111,381701
2333,0,0,0,0,0,22,2181,130,12,111,381702
4435,1043,0,14,0,295,302,2067,714,12,111,381802
3639,672,0,78,7,135,90,2476,181,12,127,080902
2524,61,33,71,0,9,0,2283,67,12,127,081101
1870,39,8,0,0,57,79,1592,95,12,127,081102
4107,112,9,332,0,14,47,3353,240,12,127,082411
2696,433,0,14,0,31,0,2099,119,12,127,082412
3997,439,0,156,0,102,190,2928,182,12,127,082413
4713,2600,0,0,0,792,9,176,1136,12,086,001701
3262,2643,0,0,0,117,43,129,330,12,086,001903
7524,37,0,2,0,96,58,435,6896,12,086,006301
6697,49,0,87,0,0,27,1726,4808,12,086,008407
6256,723,0,0,0,240,111,214,4968,12,086,010900
4338,868,0,8,0,105,100,504,2753,12,086,010400
8345,961,19,10,0,90,92,475,6698,12,086,009100
17772,921,100,186,0,30,8,16174,353,12,119,911400
1869,307,0,0,0,0,88,1288,186,12,119,911500
10236,5,0,71,0,0,83,10019,58,12,119,911701
5376,117,0,0,0,0,5,5225,29,12,119,911702
9,9,0,0,0,0,0,0,0,12,119,980000
2807,101,0,0,0,0,67,2562,77,12,127,080806
4290,1183,9,97,0,7,161,2749,84,12,127,080901
1806,65,0,4,0,0,0,1611,126,12,121,970301
6996,493,0,12,0,81,67,6035,308,12,121,970302
0,0,0,0,0,0,0,0,0,12,123,990000
6881,1183,0,146,0,416,117,1386,3633,12,095,016724
11754,1473,0,761,0,336,218,4400,4566,12,095,016727
5786,403,0,172,0,161,325,3467,1258,12,095,016728
18002,2351,0,1953,0,1871,818,6018,4991,12,095,016729
31938,3237,39,2572,0,332,1630,16210,7918,12,095,016730
3582,345,0,186,0,160,174,1747,970,12,011,070210
5910,831,0,592,27,109,250,3143,958,12,011,070211
15682,793,294,1015,0,830,509,4523,7718,12,011,070317
6820,59,0,181,0,20,110,3301,3149,12,011,070318
4610,81,0,220,0,134,224,2214,1737,12,011,070319
3028,175,0,106,0,45,74,1006,1622,12,011,070321
8007,391,0,170,0,367,339,3026,3714,12,011,070320
7531,258,0,201,0,556,239,2146,4131,12,011,070322
5522,518,0,511,155,637,291,1508,1902,12,011,070601
5417,579,0,241,0,501,229,2346,1521,12,011,070602
5496,155,0,12,0,49,278,3357,1645,12,011,080101
4732,973,0,102,0,157,296,2153,1051,12,011,080102
1554,142,0,22,0,77,22,716,575,12,011,080103
5565,204,0,503,0,121,376,2860,1501,12,011,080406
5225,85,64,39,52,0,90,3547,1348,12,011,090101
1977,34,0,0,0,9,0,1454,480,12,011,090102
2701,402,14,66,0,84,395,1110,630,12,011,090301
3152,590,0,64,0,62,66,1477,893,12,011,080405
4410,49,0,156,0,45,360,3513,287,12,057,006200
4157,34,8,23,0,24,54,3587,427,12,057,006400
4282,526,7,48,0,342,191,2395,773,12,057,012107
9434,116,0,277,0,130,37,1040,7834,12,086,009034
1732,45,0,35,0,22,5,297,1328,12,086,009040
4990,153,0,67,0,68,130,384,4188,12,086,009043
2960,5,0,45,0,47,66,205,2592,12,086,009044
1486,0,0,4,0,47,27,94,1314,12,086,009046
3403,137,17,56,0,107,3,284,2799,12,086,009047
5521,262,6,98,0,253,72,581,4249,12,086,009312
5520,23,0,10,0,112,93,945,4337,12,086,009313
4380,119,0,0,0,341,214,118,3588,12,086,009314
3109,73,10,0,0,55,48,128,2795,12,086,009315
4529,3942,0,0,0,30,7,45,505,12,086,009503
5076,3967,0,0,0,75,25,249,760,12,086,009504
3207,0,0,68,0,0,60,2001,1078,12,086,009703
5476,226,0,225,8,139,39,3139,1700,12,086,009704
5833,595,0,0,0,13,319,4624,282,12,023,110800
5381,322,0,0,0,90,123,4702,144,12,023,110901
4050,193,0,0,0,15,56,3644,142,12,023,110903
